variant,category,command,format_ok,cmd_valid,aligned,latency_ms
A_current,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp 0,1,0,0,826.9
B_system_first,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp,1,0,0,1184.4
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/nvidia-smi /usr/bin/gpucache /usr/bin/vulkan,1,0,0,848.0
A_current,Permission_Denied,systemctl restart nginx,1,1,0,887.2
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,1084.4
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,755.4
A_current,Permission_Denied,systemctl restart nginx --log-level=debug,1,1,0,1084.9
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,1186.9
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,766.2
A_current,Permission_Denied,systemctl restart nginx,1,1,0,892.8
B_system_first,Permission_Denied,systemctl restart nginx,1,1,0,1077.5
C_few_shot_2,Permission_Denied,systemctl restart nginx,1,1,0,737.1
A_current,Port_Conflict,systemctl restart nginx,1,1,1,1438.5
B_system_first,Port_Conflict,systemctl restart nginx,1,1,1,1648.2
C_few_shot_2,Port_Conflict,systemctl restart nginx,1,1,1,1307.3
A_current,Process_Crash,ERROR: empty,0,0,0,1239.5
B_system_first,Process_Crash,ERROR: empty,0,0,0,1372.7
C_few_shot_2,Process_Crash,ERROR: empty,0,0,0,1043.1
A_current,Process_Crash,"kubectl get pods -o wide | grep ""Pod"" | awk '{print $1}' | xargs",1,0,0,1135.9
B_system_first,Process_Crash,"kubectl get pods -o wide | grep ""Pod"" | awk '{print $1}' | xargs",1,0,0,1317.9
C_few_shot_2,Process_Crash,systemctl restart nginx,1,1,1,761.4
A_current,Process_Crash,kubectl apply -f <patch_file>,1,0,0,1079.7
B_system_first,Process_Crash,kubectl apply -f <file_path>,1,0,0,1275.2
C_few_shot_2,Process_Crash,kubectl apply -f <path_to_your_patch_file>,1,0,0,973.9
