dataset,line_no,line,resolution_source,action_type,error_category,l1_nearest_distance,confident_action,note
Apache_Apache_2k,65,[Sun Dec 04 04:56:59 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3185179233551025,False,
Apache_Apache_2k,66,[Sun Dec 04 04:57:00 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.316567134606055,False,
Apache_Apache_2k,71,[Sun Dec 04 04:57:24 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3204292058944702,False,
Apache_Apache_2k,72,[Sun Dec 04 04:57:24 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3204292058944702,False,
Apache_Apache_2k,75,[Sun Dec 04 04:58:18 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3104349374771118,False,
Apache_Apache_2k,78,[Sun Dec 04 04:58:58 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3076747249121712,False,
Apache_Apache_2k,83,[Sun Dec 04 04:59:38 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3204646110534668,False,
Apache_Apache_2k,84,[Sun Dec 04 04:59:38 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3204646110534668,False,
Apache_Apache_2k,87,[Sun Dec 04 05:00:09 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3066070618445083,False,
Apache_Apache_2k,91,[Sun Dec 04 05:00:15 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3152263236528348,False,
Apache_Apache_2k,93,[Sun Dec 04 05:00:15 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3152263236528348,False,
Apache_Apache_2k,106,[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.338485822216931,False,
Apache_Apache_2k,108,[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3018218239318569,False,
Apache_Apache_2k,110,[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.338485822216931,False,
Apache_Apache_2k,112,[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.338485822216931,False,
Apache_Apache_2k,114,[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.338485822216931,False,
Apache_Apache_2k,116,[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3018218239318569,False,
Apache_Apache_2k,118,[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3018218239318569,False,
Apache_Apache_2k,121,[Sun Dec 04 05:12:10 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3263825487366514,False,
Apache_Apache_2k,125,[Sun Dec 04 05:12:28 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3203059967268114,False,
Apache_Apache_2k,127,[Sun Dec 04 05:12:28 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3203059967268114,False,
Apache_Apache_2k,130,[Sun Dec 04 05:12:30 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3206656741852896,False,
Apache_Apache_2k,131,[Sun Dec 04 05:15:09 2005] [error] [client 222.166.160.184] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.364114398019683,False,
Apache_Apache_2k,134,[Sun Dec 04 05:15:16 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3167457580566406,False,
Apache_Apache_2k,139,[Sun Dec 04 06:01:30 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3196732997894287,False,
Apache_Apache_2k,144,[Sun Dec 04 06:02:02 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3313900232315063,False,
Apache_Apache_2k,150,[Sun Dec 04 06:02:07 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.328754186630249,False,
Apache_Apache_2k,152,[Sun Dec 04 06:02:07 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3091074578043593,False,
Apache_Apache_2k,154,[Sun Dec 04 06:02:07 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3091074578043593,False,
Apache_Apache_2k,156,[Sun Dec 04 06:02:07 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3091074578043593,False,
Apache_Apache_2k,162,[Sun Dec 04 06:06:12 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.324244737625122,False,
Apache_Apache_2k,163,[Sun Dec 04 06:06:12 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.324244737625122,False,
Apache_Apache_2k,169,[Sun Dec 04 06:06:26 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3334805965423584,False,
Apache_Apache_2k,171,[Sun Dec 04 06:06:26 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3196417093276978,False,
Apache_Apache_2k,173,[Sun Dec 04 06:06:26 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3196417093276978,False,
Apache_Apache_2k,175,[Sun Dec 04 06:06:26 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3334805965423584,False,
Apache_Apache_2k,189,[Sun Dec 04 06:12:40 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.32559072971344,False,
Apache_Apache_2k,190,[Sun Dec 04 06:12:40 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.32559072971344,False,
Apache_Apache_2k,191,[Sun Dec 04 06:12:40 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.32559072971344,False,
Apache_Apache_2k,192,[Sun Dec 04 06:12:40 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3395928144454956,False,
Apache_Apache_2k,193,[Sun Dec 04 06:12:40 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3395928144454956,False,
Apache_Apache_2k,196,[Sun Dec 04 06:13:01 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3223892450332642,False,
Apache_Apache_2k,202,[Sun Dec 04 06:16:23 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3151775598526,False,
Apache_Apache_2k,203,[Sun Dec 04 06:16:23 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3291674852371216,False,
Apache_Apache_2k,206,[Sun Dec 04 06:16:23 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3151775598526,False,
Apache_Apache_2k,208,[Sun Dec 04 06:16:39 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3204861879348755,False,
Apache_Apache_2k,213,[Sun Dec 04 06:17:05 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3148108375506675,False,
Apache_Apache_2k,216,[Sun Dec 04 06:17:24 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3214126825332642,False,
Apache_Apache_2k,222,[Sun Dec 04 06:17:35 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3204808235168457,False,
Apache_Apache_2k,223,[Sun Dec 04 06:17:35 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.334798812866211,False,
Apache_Apache_2k,229,[Sun Dec 04 06:18:11 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.333193063735962,False,
Apache_Apache_2k,230,[Sun Dec 04 06:18:11 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3222723007202148,False,
Apache_Apache_2k,233,[Sun Dec 04 06:18:31 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3192901611328125,False,
Apache_Apache_2k,239,[Sun Dec 04 06:18:55 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3249893188476562,False,
Apache_Apache_2k,240,[Sun Dec 04 06:18:55 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3379756212234497,False,
Apache_Apache_2k,244,[Sun Dec 04 06:19:18 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3139173984527588,False,
Apache_Apache_2k,249,[Sun Dec 04 06:19:34 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.317570686340332,False,
Apache_Apache_2k,250,[Sun Dec 04 06:19:34 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3304765224456787,False,
Apache_Apache_2k,262,[Sun Dec 04 06:20:46 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.316857099533081,False,
Apache_Apache_2k,263,[Sun Dec 04 06:20:46 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.33109712600708,False,
Apache_Apache_2k,264,[Sun Dec 04 06:20:46 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3214794397354126,False,
Apache_Apache_2k,276,[Sun Dec 04 06:22:55 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.324944019317627,False,
Apache_Apache_2k,277,[Sun Dec 04 06:22:55 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.324944019317627,False,
Apache_Apache_2k,278,[Sun Dec 04 06:22:55 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.324944019317627,False,
Apache_Apache_2k,279,[Sun Dec 04 06:22:55 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3398414850234985,False,
Apache_Apache_2k,280,[Sun Dec 04 06:22:55 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3294906616210938,False,
Apache_Apache_2k,283,[Sun Dec 04 06:23:15 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3228693008422852,False,
Apache_Apache_2k,286,[Sun Dec 04 06:30:43 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.31734037399292,False,
Apache_Apache_2k,290,[Sun Dec 04 06:36:10 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3272457122802734,False,
Apache_Apache_2k,292,[Sun Dec 04 06:36:10 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3272457122802734,False,
Apache_Apache_2k,299,[Sun Dec 04 06:41:07 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3025106191635132,False,
Apache_Apache_2k,300,[Sun Dec 04 06:41:08 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3031587600708008,False,
Apache_Apache_2k,301,[Sun Dec 04 06:41:08 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3031587600708008,False,
Apache_Apache_2k,306,[Sun Dec 04 06:41:46 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3074287176132202,False,
Apache_Apache_2k,307,[Sun Dec 04 06:41:46 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3074287176132202,False,
Apache_Apache_2k,314,[Sun Dec 04 06:42:30 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3219118118286133,False,
Apache_Apache_2k,315,[Sun Dec 04 06:42:30 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3219118118286133,False,
Apache_Apache_2k,318,[Sun Dec 04 06:42:58 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3161413669586182,False,
Apache_Apache_2k,319,[Sun Dec 04 06:42:58 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3161413669586182,False,
Apache_Apache_2k,326,[Sun Dec 04 06:43:40 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3173630237579346,False,
Apache_Apache_2k,327,[Sun Dec 04 06:43:40 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3173630237579346,False,
Apache_Apache_2k,341,[Sun Dec 04 06:45:57 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3289121389389038,False,
Apache_Apache_2k,348,[Sun Dec 04 06:46:31 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3233230113983154,False,
Apache_Apache_2k,349,[Sun Dec 04 06:46:31 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3341094255447388,False,
Apache_Apache_2k,354,[Sun Dec 04 06:46:33 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3211779594421387,False,
Apache_Apache_2k,356,[Sun Dec 04 06:46:34 2005] [error] mod_jk child workerEnv in error state 10,L1_MISS,,,1.3310027122497559,False,
Apache_Apache_2k,358,[Sun Dec 04 06:46:34 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3263098001480103,False,
Apache_Apache_2k,366,[Sun Dec 04 06:47:43 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3159525394439697,False,
Apache_Apache_2k,375,[Sun Dec 04 06:49:24 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3263483047485352,False,
Apache_Apache_2k,383,[Sun Dec 04 06:51:23 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.340639591217041,False,
Apache_Apache_2k,385,[Sun Dec 04 06:51:23 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.325911283493042,False,
Apache_Apache_2k,387,[Sun Dec 04 06:51:23 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3291798830032349,False,
Apache_Apache_2k,389,[Sun Dec 04 06:51:23 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.325911283493042,False,
Apache_Apache_2k,392,[Sun Dec 04 06:51:26 2005] [error] mod_jk child workerEnv in error state 9,L1_MISS,,,1.3511507511138916,False,
Apache_Apache_2k,397,[Sun Dec 04 06:52:15 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3230743408203125,False,
Apache_Apache_2k,398,[Sun Dec 04 06:52:15 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3230743408203125,False,
Apache_Apache_2k,403,[Sun Dec 04 06:52:41 2005] [error] mod_jk child workerEnv in error state 9,L1_MISS,,,1.3352932929992676,False,
Apache_Apache_2k,404,[Sun Dec 04 06:52:41 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3098887205123901,False,
Apache_Apache_2k,409,[Sun Dec 04 06:53:26 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3200136423110962,False,
Apache_Apache_2k,425,[Sun Dec 04 06:55:23 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.326688528060913,False,
Apache_Apache_2k,426,[Sun Dec 04 06:55:23 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3310455083847046,False,
Apache_Apache_2k,427,[Sun Dec 04 06:55:23 2005] [error] mod_jk child workerEnv in error state 9,L1_MISS,,,1.3521403074264526,False,
Apache_Apache_2k,433,[Sun Dec 04 06:56:17 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3160125017166138,False,
Apache_Apache_2k,443,[Sun Dec 04 06:57:23 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3198434114456177,False,
Apache_Apache_2k,444,[Sun Dec 04 06:57:23 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3198434114456177,False,
Apache_Apache_2k,446,[Sun Dec 04 06:57:23 2005] [error] mod_jk child workerEnv in error state 9,L1_MISS,,,1.3454184532165527,False,
Apache_Apache_2k,448,[Sun Dec 04 06:57:23 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3245564699172974,False,
Apache_Apache_2k,450,[Sun Dec 04 06:57:24 2005] [error] mod_jk child workerEnv in error state 9,L1_MISS,,,1.3467519283294678,False,
Apache_Apache_2k,457,[Sun Dec 04 06:58:29 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.313338279724121,False,
Apache_Apache_2k,458,[Sun Dec 04 06:58:29 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.313338279724121,False,
Apache_Apache_2k,460,[Sun Dec 04 06:58:53 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3127589225769043,False,
Apache_Apache_2k,469,[Sun Dec 04 06:59:40 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3221075534820557,False,
Apache_Apache_2k,472,[Sun Dec 04 06:59:47 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3256003856658936,False,
Apache_Apache_2k,473,[Sun Dec 04 06:59:47 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3365637063980103,False,
Apache_Apache_2k,491,[Sun Dec 04 07:02:03 2005] [error] mod_jk child workerEnv in error state 9,L1_MISS,,,1.3423136472702026,False,
Apache_Apache_2k,492,[Sun Dec 04 07:02:03 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3229320049285889,False,
Apache_Apache_2k,493,[Sun Dec 04 07:02:03 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3229320049285889,False,
Apache_Apache_2k,494,[Sun Dec 04 07:02:03 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3049104447542443,False,
Apache_Apache_2k,495,[Sun Dec 04 07:02:03 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3049104447542443,False,
Apache_Apache_2k,512,[Sun Dec 04 07:07:30 2005] [error] mod_jk child workerEnv in error state 9,L1_MISS,,,1.343108892440796,False,
Apache_Apache_2k,513,[Sun Dec 04 07:07:30 2005] [error] mod_jk child workerEnv in error state 10,L1_MISS,,,1.3283250331878662,False,
Apache_Apache_2k,514,[Sun Dec 04 07:07:30 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3239015340805054,False,
Apache_Apache_2k,519,[Sun Dec 04 07:08:04 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.337404727935791,False,
Apache_Apache_2k,521,[Sun Dec 04 07:08:04 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3084813833466278,False,
Apache_Apache_2k,523,[Sun Dec 04 07:08:04 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.337404727935791,False,
Apache_Apache_2k,528,[Sun Dec 04 07:11:05 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3059170349376206,False,
Apache_Apache_2k,531,[Sun Dec 04 07:11:22 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3204376697540283,False,
Apache_Apache_2k,532,[Sun Dec 04 07:11:22 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3204376697540283,False,
Apache_Apache_2k,535,[Sun Dec 04 07:12:08 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.315222543447128,False,
Apache_Apache_2k,540,[Sun Dec 04 07:12:44 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3220901489257812,False,
Apache_Apache_2k,541,[Sun Dec 04 07:12:44 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3220901489257812,False,
Apache_Apache_2k,548,[Sun Dec 04 07:13:41 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3120683431625366,False,
Apache_Apache_2k,549,[Sun Dec 04 07:13:41 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3120683431625366,False,
Apache_Apache_2k,554,[Sun Dec 04 07:14:29 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3339606523513794,False,
Apache_Apache_2k,566,[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3338974714279175,False,
Apache_Apache_2k,568,[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.316094381983014,False,
Apache_Apache_2k,570,[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3338974714279175,False,
Apache_Apache_2k,572,[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3265397548675537,False,
Apache_Apache_2k,574,[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3338974714279175,False,
Apache_Apache_2k,576,[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.316094381983014,False,
Apache_Apache_2k,578,[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3338974714279175,False,
Apache_Apache_2k,579,[Sun Dec 04 07:45:45 2005] [error] [client 63.13.186.196] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.3705358272087356,False,
Apache_Apache_2k,580,[Sun Dec 04 08:54:17 2005] [error] [client 147.31.138.75] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.376337564208132,False,
Apache_Apache_2k,581,[Sun Dec 04 09:35:12 2005] [error] [client 207.203.80.15] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.3878732101614615,False,
Apache_Apache_2k,582,[Sun Dec 04 10:53:30 2005] [error] [client 218.76.139.20] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.3590610640817726,False,
Apache_Apache_2k,583,[Sun Dec 04 11:11:07 2005] [error] [client 24.147.151.74] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.3825453963822407,False,
Apache_Apache_2k,584,[Sun Dec 04 11:33:18 2005] [error] [client 211.141.93.88] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.3777444602855755,False,
Apache_Apache_2k,585,[Sun Dec 04 11:42:43 2005] [error] [client 216.127.124.16] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.3132511595901648,False,
Apache_Apache_2k,586,[Sun Dec 04 12:33:13 2005] [error] [client 208.51.151.210] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.3789099087232224,False,
Apache_Apache_2k,587,[Sun Dec 04 13:32:32 2005] [error] [client 65.68.235.27] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.3710856473779611,False,
Apache_Apache_2k,588,[Sun Dec 04 14:29:00 2005] [error] [client 4.245.93.87] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.3712394188419903,False,
Apache_Apache_2k,589,[Sun Dec 04 15:18:36 2005] [error] [client 67.154.58.130] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.3580813172373716,False,
Apache_Apache_2k,590,[Sun Dec 04 15:59:01 2005] [error] [client 24.83.37.136] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.382123233942673,False,
Apache_Apache_2k,592,[Sun Dec 04 16:24:05 2005] [error] [client 58.225.62.140] Directory index forbidden by rule: /var/www/html/,L1_MISS,,,1.354443154827857,False,
Apache_Apache_2k,594,[Sun Dec 04 16:24:06 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3073275089263916,False,
Apache_Apache_2k,598,[Sun Dec 04 16:32:56 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3137102127075195,False,
Apache_Apache_2k,603,[Sun Dec 04 16:32:58 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.3227182626724243,False,
Apache_Apache_2k,605,[Sun Dec 04 16:32:58 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3093430995941162,False,
Apache_Apache_2k,607,[Sun Dec 04 16:32:58 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3093430995941162,False,
Apache_Apache_2k,610,[Sun Dec 04 16:35:52 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3112713098526,False,
Apache_Apache_2k,619,[Sun Dec 04 16:41:22 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.2940434217453003,False,
Apache_Apache_2k,620,[Sun Dec 04 16:41:22 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.2940434217453003,False,
Apache_Apache_2k,621,[Sun Dec 04 16:41:22 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.2940434217453003,False,
Apache_Apache_2k,622,[Sun Dec 04 16:41:22 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.2940434217453003,False,
Apache_Apache_2k,626,[Sun Dec 04 16:46:13 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3167061805725098,False,
Apache_Apache_2k,635,[Sun Dec 04 16:48:01 2005] [error] mod_jk child workerEnv in error state 8,L1_MISS,,,1.3177143335342407,False,
Apache_Apache_2k,637,[Sun Dec 04 16:48:01 2005] [error] mod_jk child workerEnv in error state 7,L1_MISS,,,1.325597882270813,False,
Apache_Apache_2k,639,[Sun Dec 04 16:48:01 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3123360872268677,False,
Apache_Apache_2k,641,[Sun Dec 04 16:48:01 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3123360872268677,False,
Apache_Apache_2k,643,[Sun Dec 04 16:48:01 2005] [error] mod_jk child workerEnv in error state 6,L1_MISS,,,1.3123360872268677,False,
